text,重量體積_mentioned,重量體積_score,重量體積_sentiment,重量體積_confidence,充電速度_mentioned,充電速度_score,充電速度_sentiment,充電速度_confidence,接口相容性_mentioned,接口相容性_score,接口相容性_sentiment,接口相容性_confidence,外觀材質_mentioned,外觀材質_score,外觀材質_sentiment,外觀材質_confidence,價格_mentioned,價格_score,價格_sentiment,價格_confidence
"[""[{'text': '拿來收納Steam Deck 的充電器剛剛好。', 'rating': 5, 'date': '2024/02/11'}]""]",False,,,,True,0.018299294953993038,neutral,0.027448942430989557,False,,,,False,,,,False,,,
"[""[{'text': '適合充電或連接電腦時，充電或傳輸線可以在不用取下防震保護套的情況下使用。', 'rating': 3, 'date': '2024/10/20'}, {'text': '可以套在使用中的行動硬碟上算是唯一的特色。', 'rating': 3, 'date': '2024/01/24'}]""]",False,,,,True,-0.8725758925611593,negative,1.0,True,-0.8725758925611593,negative,1.0,False,,,,False,,,
"[""[{'text': '我買兩個 黃色的充不進去 粉色的充很慢而且還會發燙 很燙的那種 … 直接丟了 一分錢 一分貨', 'rating': 1, 'date': '2025/06/05'}]""]",False,,,,True,-0.9037847860339028,negative,1.0,False,,,,False,,,,False,,,
"[""[{'text': '根本就充不進去 然後一直掉電還發燙…. WTF', 'rating': 1, 'date': '2025/06/05'}]""]",False,,,,True,-0.900246058645231,negative,1.0,False,,,,False,,,,False,,,
"[""[{'text': '塑膠味重', 'rating': 3, 'date': '2025/04/19'}, {'text': '因為4TB的硬碟比2TB的2.5吋外接硬碟還厚，只能勉強塞進去然後傳輸線放進去會太緊。要裝4TB的2.5吋外接硬碟可能需要找像是布製的軟殼收納包比較合適。除此之外做工還不錯，也有附掛繩。', 'rating': 3, 'date': '2025/02/13'}]""]",True,-0.884423913857478,negative,1.0,False,,,,True,-0.794270844396696,negative,1.0,True,-0.794270844396696,negative,1.0,False,,,
"[""[{'text': '👍', 'rating': 3, 'date': '2024/03/10'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '台灣製，讚', 'rating': 5, 'date': '2024/11/17'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '雖然本體外觀是有點灰塵,感覺是真的放很久了,但是目前使用上正常,體積也小,攜帶方便.', 'rating': 5, 'date': '2025/07/29'}, {'text': '好用', 'rating': 5, 'date': '2025/06/06'}, {'text': '雖然是福利品，但外觀無任何傷損，充電也很快速，值得推薦。', 'rating': 5, '",True,0.6389969836232898,positive,0.9584954754349347,True,0.4126738744956506,positive,0.6190108117434759,False,,,,True,0.008511158935433166,neutral,0.01276673840314975,False,,,
"[""[{'text': '特價時CP很好', 'rating': 5, 'date': '2025/11/10'}, {'text': '攜帶方便', 'rating': 5, 'date': '2025/11/01'}, {'text': '超級便宜 外觀好看 充電頭剛好不會太長導致會晃', 'rating': 5, 'date': '2025/11/01'}, {'text': '輕巧小而美 ",True,0.6032263383472144,positive,0.9048395075208215,True,0.724182997063574,positive,1.0,True,-0.6791330539594892,negative,1.0,True,0.724182997063574,positive,1.0,True,0.724182997063574,positive,1.0
"[""[{'text': '到貨迅速，是一個好的賣家', 'rating': 5, 'date': '2023/12/03'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '顏色比想像中淡', 'rating': 4, 'date': '2024/06/24'}]""]",False,,,,False,,,,False,,,,True,-0.8226741047002084,negative,1.0,False,,,
"[""[{'text': '顏色偏粉，與圖片有些差異。', 'rating': 4, 'date': '2025/10/28'}]""]",False,,,,False,,,,False,,,,True,-0.6999138472198007,negative,1.0,False,,,
"[""[{'text': '只是試試看這種耳機結果意外適合戴眼鏡的自己', 'rating': 5, 'date': '2025/11/11'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '包裝完整   送貨快速', 'rating': 5, 'date': '2025/06/08'}, {'text': '之前買的是P10000QCD，相比之下C100沒有了數位電量螢幕後，整體更薄且變得更輕巧了，而且C100多了Micro USB充電插頭，算是多了一種充電選項，也更適合攜帶了。', 'rating': 5, 'date': '2025/04/04'}]""]",True,0.6377325351983932,positive,0.9565988027975898,True,0.6377325351983932,positive,0.9565988027975898,True,-0.9043604278182797,negative,1.0,False,,,,False,,,
"[""[{'text': '高品質，高CP值，24H到貨沒話說！👍', 'rating': 5, 'date': '2024/07/27'}, {'text': '方便攜帶', 'rating': 5, 'date': '2025/02/04'}, {'text': '充電速度快 讚', 'rating': 5, 'date': '2025/01/04'}, {'text': '充電非常快速，但是只",True,0.429238896265624,positive,0.643858344398436,True,0.5893805786244452,positive,0.8840708679366678,True,-0.8525385508325465,negative,1.0,True,0.6771236272080534,positive,1.0,True,-0.4210475527024655,negative,0.6315713290536983
"[""[{'text': '速度很快 物品很棒 辛苦pchome人員了', 'rating': 5, 'date': '2025/01/15'}, {'text': '輕巧便攜，可以放口袋充電', 'rating': 5, 'date': '2024/11/22'}, {'text': '出國前臨時想到需要用，下單後隔天就到貨，剛好可以帶出門，輕巧實用', 'rating': 5, 'date': ",True,0.6846923419748971,positive,1.0,True,0.6507382265273486,positive,0.9761073397910229,True,-0.9037999049230195,negative,1.0,True,0.7190024594093017,positive,1.0,True,0.5418665283803835,positive,0.8127997925705752
"[""[{'text': '長寬比一般手機小，容量也夠一天使用，不會太笨重，攜帶也方便，很滿意👍', 'rating': 5, 'date': '2025/03/08'}, {'text': '長度和原子筆差不多,重量剛好可以隨身攜帶.', 'rating': 5, 'date': '2025/06/30'}, {'text': '雖然沒有上一代的液晶顯示電量<br/>但這一代的體積跟外型更方便攜帶",True,0.4477792194155082,positive,0.6716688291232623,True,0.6812042840945935,positive,1.0,True,-0.4328726865709867,negative,0.6493090298564801,True,0.64560183751469,positive,0.968402756272035,True,0.5310880578350383,positive,0.7966320867525575
"[""[{'text': '商品很好，但網家速配爛到有剩', 'rating': 5, 'date': '2024/10/02'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '這款在蝦皮賣2xx,但因為pchome有送p幣100，所以在這邊買了。我的手機是redmi note 13 4 g，行動電源在滿格的狀態下，2個多小時，將手機從30幾%充到90幾%，然後就沒電了。行動電源在沒電的狀態下，充大概2個半小時，電力可充滿', 'rating': 4, 'date': '2025/03/09'}]""]",True,0.23109366470993703,neutral,0.3466404970649055,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '買錯了，這顆只有2600mah喔，要4300mah要買507L', 'rating': 5, 'date': '2025/09/03'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '注意他的額定電容很低、沒有type-c孔', 'rating': 3, 'date': '2024/05/21'}]""]",False,,,,False,,,,True,-0.8915515098432887,negative,1.0,False,,,,False,,,
"[""[{'text': '商品寄送錯誤', 'rating': 1, 'date': '2024/02/06'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '小巧好用', 'rating': 5, 'date': '2025/07/11'}, {'text': '小巧好用', 'rating': 5, 'date': '2025/07/11'}, {'text': '商品本身沒有問題，但是包裝隨便，沒有做任何防護，一顆行動電源在箱子裡滾來滾去，沒有放任何防撞的東西。', 'rating': 2, 'date': '2025/0",True,0.3701738115446831,positive,0.5552607173170246,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '一次兩顆還是很便利', 'rating': 5, 'date': '2024/03/31'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '第一次使用就斷裂！品質太差了，又不是廉價沒品牌商品', 'rating': 1, 'date': '2024/10/15'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '產品不錯，不過充電的時候會漏電', 'rating': 5, 'date': '2025/09/02'}, {'text': '充電夠快', 'rating': 5, 'date': '2025/08/29'}]""]",False,,,,True,0.6984911319557349,positive,1.0,False,,,,False,,,,False,,,
"[""[{'text': '很輕巧。為它本身充電的線需自備', 'rating': 5, 'date': '2025/08/24'}]""]",True,0.6682177049233796,positive,1.0,True,-0.8561799782237243,negative,1.0,True,-0.8561799782237243,negative,1.0,False,,,,False,,,
"[""[{'text': 'iPhone 15 室溫20度<br/>從40% 充到80% 約60分鐘', 'rating': 5, 'date': '2025/01/26'}, {'text': '方便 好用 在攜帶性跟電量有很好的平衡 推薦', 'rating': 5, 'date': '2025/01/09'}, {'text': '行充很小很輕<br/>攜帶也方便<br/>重點是吸很緊（沒手機",True,0.33405557569839844,positive,0.5010833635475976,True,0.5766789404591384,positive,0.8650184106887076,False,,,,True,0.7011786714555215,positive,1.0,True,0.02311625111569889,neutral,0.034674376673548335
"[""[{'text': '初次使用充電前，好像電充不進去。<br/>充 半小時“ 活化”後，就可從數顯充電器看到此行動電源正以15-18 w充電中。<br/>399 購得此物，真划算。', 'rating': 5, 'date': '2025/05/18'}, {'text': '如預期，充電速快，方便好用^_^', 'rating': 5, 'date': '2024/03/04'}, {'te",True,0.003599455308742822,neutral,0.005399182963114233,True,0.721574811988062,positive,1.0,False,,,,False,,,,True,0.6385627415583743,positive,0.9578441123375615
"[""[{'text': '品質不錯，但接頭的部分如果能再做得更穩的話一定會更好用喔，不然稍微弄到一下就從手機上掉下來砸到自己，還蠻痛的。', 'rating': 5, 'date': '2024/08/11'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '充電很快，出國帶一小顆，就很夠用了，幾乎都還有剩電量～', 'rating': 5, 'date': '2025/04/01'}]""]",True,0.6377572269460567,positive,0.9566358404190851,True,0.6377572269460567,positive,0.9566358404190851,False,,,,False,,,,False,,,
"[""[{'text': '實際不像所說的那樣有10000毫安，pro12中古手機充電60%至近90%，就沒有電了!', 'rating': 3, 'date': '2025/10/30'}]""]",False,,,,True,-0.8451411714112657,negative,1.0,False,,,,False,,,,False,,,
